administration_date,fips,locality,health_district,facility_type,vaccine_manufacturer,dose_number,vaccine_doses_administered,Population,region
2021-04-09,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,102,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,170,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,98,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,128,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,140,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,191,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,196,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,21,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,176,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,142,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,120,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,182,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,24,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,28,0,other
2021-04-09,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,182,0,other
2021-04-09,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,369,0,other
2021-04-09,Out of State,Out of State,Out of State,Hospitals,Moderna,1,24,0,other
2021-04-09,Out of State,Out of State,Out of State,Hospitals,Moderna,2,18,0,other
2021-04-09,Out of State,Out of State,Out of State,Medical Practices,J&J,1,55,0,other
2021-04-09,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,94,0,other
2021-04-09,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,93,0,other
2021-04-09,Out of State,Out of State,Out of State,Pharmacies,J&J,1,237,0,other
2021-04-09,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,75,0,other
2021-04-09,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,254,0,other
2021-04-09,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,159,0,other
2021-04-09,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,80,0,other
2021-04-09,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,86,0,other
2021-04-09,Out of State,Out of State,Out of State,Other Community Health Providers,Non-Specified,1,1,0,other
2021-04-09,Out of State,Out of State,Out of State,Hospitals,J&J,1,58,0,other
2021-04-09,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,9,0,other
2021-04-09,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,131,0,other
2021-04-09,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,36,0,other
2021-04-09,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,130,0,other
2021-04-09,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,5,0,other
2021-04-09,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,74,0,other
2021-04-09,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,70,0,other
2021-04-09,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,324,0,other
2021-04-09,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,125,0,other
2021-04-09,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,231,0,other
2021-04-09,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,69,0,other
2021-04-09,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,111,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,145,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,169,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,252,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,178,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,214,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,174,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,221,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,102,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,283,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,182,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,261,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,145,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,7,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,125,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,164,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,200,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,19,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,25,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,100,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,19,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,182,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,254,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,17,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,340,0,other
2021-04-08,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,149,0,other
2021-04-08,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,157,0,other
2021-04-08,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,74,0,other
2021-04-08,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,94,0,other
2021-04-08,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,56,0,other
2021-04-08,Out of State,Out of State,Out of State,Medical Practices,J&J,1,18,0,other
2021-04-08,Out of State,Out of State,Out of State,Other Community Health Providers,Non-Specified,1,1,0,other
2021-04-08,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,330,0,other
2021-04-08,Out of State,Out of State,Out of State,Hospitals,Moderna,1,5,0,other
2021-04-08,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,11,0,other
2021-04-08,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,143,0,other
2021-04-08,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,36,0,other
2021-04-08,Out of State,Out of State,Out of State,Pharmacies,J&J,1,221,0,other
2021-04-08,Out of State,Out of State,Out of State,Hospitals,Moderna,2,30,0,other
2021-04-08,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,52,0,other
2021-04-08,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,192,0,other
2021-04-08,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,48,0,other
2021-04-08,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,149,0,other
2021-04-08,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,60,0,other
2021-04-08,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,132,0,other
2021-04-08,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,103,0,other
2021-04-08,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,393,0,other
2021-04-08,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,34,0,other
2021-04-08,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,213,0,other
2021-04-08,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,71,0,other
2021-04-08,Out of State,Out of State,Out of State,Hospitals,J&J,1,4,0,other
2021-04-08,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,108,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,131,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,271,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,194,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,101,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,12,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,117,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,97,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,164,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,216,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,328,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,205,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,141,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,251,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,166,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,341,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,94,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,286,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,129,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,42,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,55,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,45,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,1,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,256,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,328,0,other
2021-04-07,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,172,0,other
2021-04-07,Out of State,Out of State,Out of State,Medical Practices,J&J,1,25,0,other
2021-04-07,Out of State,Out of State,Out of State,Local Health Departments,Moderna,2,94,0,other
2021-04-07,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,426,0,other
2021-04-07,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,66,0,other
2021-04-07,Out of State,Out of State,Out of State,Other Community Health Providers,J&J,1,17,0,other
2021-04-07,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,1,40,0,other
2021-04-07,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,92,0,other
2021-04-07,Out of State,Out of State,Out of State,Hospitals,Moderna,1,14,0,other
2021-04-07,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,204,0,other
2021-04-07,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,146,0,other
2021-04-07,Out of State,Out of State,Out of State,Pharmacies,J&J,1,225,0,other
2021-04-07,Out of State,Out of State,Out of State,Hospitals,Moderna,2,41,0,other
2021-04-07,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,89,0,other
2021-04-07,Out of State,Out of State,Out of State,Pharmacies,Moderna,1,347,0,other
2021-04-07,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,238,0,other
2021-04-07,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,68,0,other
2021-04-07,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,53,0,other
2021-04-07,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,132,0,other
2021-04-07,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,60,0,other
2021-04-07,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,99,0,other
2021-04-07,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,28,0,other
2021-04-07,Out of State,Out of State,Out of State,Hospitals,J&J,1,4,0,other
2021-04-07,Out of State,Out of State,Out of State,Medical Practices,Moderna,2,80,0,other
2021-04-07,Out of State,Out of State,Out of State,Local Health Departments,Moderna,1,131,0,other
2021-04-07,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,240,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,1,229,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,2,180,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,2,39,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Pharmacies,J&J,1,163,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,2,172,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,1,129,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,2,119,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Moderna,1,94,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,2,13,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,2,123,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Hospitals,Moderna,1,56,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Local Health Departments,Pfizer,1,271,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Medical Practices,J&J,1,8,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Local Health Departments,Moderna,2,155,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Hospitals,J&J,1,2,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Pharmacies,Moderna,1,312,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Hospitals,Pfizer,1,63,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,2,114,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,123,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,1,154,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Non-Specified,1,1,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Medical Practices,Pfizer,2,128,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Pharmacies,Pfizer,1,287,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,J&J,1,17,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Other Community Health Providers,Pfizer,1,389,0,other
2021-04-06,Not Reported,Not Reported,Not Reported,Local Health Departments,J&J,1,276,0,other
2021-04-06,Out of State,Out of State,Out of State,Pharmacies,Pfizer,1,257,0,other
2021-04-06,Out of State,Out of State,Out of State,Hospitals,Moderna,1,16,0,other
2021-04-06,Out of State,Out of State,Out of State,Medical Practices,Pfizer,1,78,0,other
2021-04-06,Out of State,Out of State,Out of State,Local Health Departments,J&J,1,164,0,other
2021-04-06,Out of State,Out of State,Out of State,Hospitals,Pfizer,2,64,0,other
2021-04-06,Out of State,Out of State,Out of State,Medical Practices,Non-Specified,1,1,0,other
2021-04-06,Out of State,Out of State,Out of State,Hospitals,J&J,1,2,0,other
2021-04-06,Out of State,Out of State,Out of State,Pharmacies,Moderna,2,95,0,other
2021-04-06,Out of State,Out of State,Out of State,Medical Practices,J&J,1,13,0,other
2021-04-06,Out of State,Out of State,Out of State,Pharmacies,Pfizer,2,180,0,other
2021-04-06,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,1,189,0,other
2021-04-06,Out of State,Out of State,Out of State,Other Community Health Providers,Moderna,2,28,0,other
2021-04-06,Out of State,Out of State,Out of State,Hospitals,Pfizer,1,20,0,other
2021-04-06,Out of State,Out of State,Out of State,Other Community Health Providers,Pfizer,2,79,0,other
2021-04-06,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,2,92,0,other
2021-04-06,Out of State,Out of State,Out of State,Local Health Departments,Pfizer,1,143,0,other
2021-04-06,Out of State,Out of State,Out of State,Medical Practices,Moderna,1,40,0,other
2021-04-06,Out of State,Out of State,Out of State,Medical Practices,Pfizer,2,71,0,other
